file,group,packet,audit_mode,runtime_scope,status,issue_type,flow_or_surface,evidence,followup
openjarvis/security/__init__.py,openjarvis,P055_phase4_openjarvis_security_01,deep-runtime,in-scope-runtime,clean,security-wiring-covered,orchestrator,"Import smoke succeeded, tests/openjarvis/security plus tests/test_oj_bridge.py passed 200 tests with 1 skip, and a setup_security smoke wrapped a dummy engine in GuardrailsEngine.",No action needed.
openjarvis/security/_stubs.py,openjarvis,P055_phase4_openjarvis_security_01,deep-runtime,in-scope-runtime,clean,security-stubs-covered,orchestrator,Import smoke succeeded and the stubs are exercised indirectly throughout the passing security suite.,No action needed.
openjarvis/security/audit.py,openjarvis,P055_phase4_openjarvis_security_01,deep-runtime,in-scope-runtime,fixed,thread-safety,orchestrator,SQLite connection now uses check_same_thread=False for cross-thread EventBus safety.,
openjarvis/security/capabilities.py,openjarvis,P055_phase4_openjarvis_security_01,deep-runtime,in-scope-runtime,clean,capabilities-covered,orchestrator,Covered by tests/openjarvis/security/test_capabilities.py within the 200-pass security suite.,No action needed.
openjarvis/security/credential_stripper.py,openjarvis,P055_phase4_openjarvis_security_01,deep-runtime,in-scope-runtime,clean,credential-stripper-covered,orchestrator,Covered by tests/openjarvis/security/test_credential_stripper.py and a custom smoke redacted a bearer token as expected.,No action needed.
openjarvis/security/file_policy.py,openjarvis,P055_phase4_openjarvis_security_01,deep-runtime,in-scope-runtime,clean,file-policy-covered,orchestrator,Covered by tests/openjarvis/security/test_file_policy.py and a custom smoke correctly treated .env as sensitive.,No action needed.
openjarvis/security/guardrails.py,openjarvis,P055_phase4_openjarvis_security_01,deep-runtime,in-scope-runtime,clean,guardrails-covered,orchestrator,Covered by tests/openjarvis/security/test_guardrails.py and a custom smoke redacted an OpenAI key from output.,No action needed.
openjarvis/security/injection_scanner.py,openjarvis,P055_phase4_openjarvis_security_01,deep-runtime,in-scope-runtime,clean,injection-scanner-covered,orchestrator,Covered by tests/openjarvis/security/test_injection_scanner.py and a custom smoke returned is_clean=True on benign input.,No action needed.
openjarvis/security/rate_limiter.py,openjarvis,P055_phase4_openjarvis_security_01,deep-runtime,in-scope-runtime,clean,rate-limiter-covered,orchestrator,Covered by tests/openjarvis/security/test_rate_limiter.py and a custom smoke allowed the first two checks then denied the third.,No action needed.
openjarvis/security/review_gate.py,openjarvis,P055_phase4_openjarvis_security_01,deep-runtime,in-scope-runtime,clean,review-gate-runtime-smoke,orchestrator,"No dedicated repo test was found, but a direct runtime smoke configured, submitted, approved, and observed autonomous=True on status().",No action needed.
openjarvis/security/scanner.py,openjarvis,P055_phase4_openjarvis_security_01,deep-runtime,in-scope-runtime,clean,scanner-covered,orchestrator,Covered by tests/openjarvis/security/test_scanner.py and a custom smoke found one secret and one PII finding.,No action needed.
openjarvis/security/severity_policy.py,openjarvis,P055_phase4_openjarvis_security_01,deep-runtime,in-scope-runtime,clean,severity-policy-covered,orchestrator,Covered by tests/openjarvis/security/test_severity_policy.py and a custom smoke mapped HIGH to warn.,No action needed.
openjarvis/security/signing.py,openjarvis,P055_phase4_openjarvis_security_01,deep-runtime,in-scope-runtime,clean,signing-covered,orchestrator,Covered by tests/openjarvis/security/test_signing.py and a custom verify_b64 smoke returned True.,No action needed.
openjarvis/security/ssrf.py,openjarvis,P055_phase4_openjarvis_security_01,deep-runtime,in-scope-runtime,fixed,ssrf-bypass,orchestrator,"Added 0.0.0.0/8 (unspecified), 224.0.0.0/4 (multicast), 240.0.0.0/4 (reserved), ::/128, ff00::/8 to _BLOCKED_CIDR. is_private_ip() now blocks these ranges.",
openjarvis/security/subprocess_sandbox.py,openjarvis,P055_phase4_openjarvis_security_01,deep-runtime,in-scope-runtime,fixed,command-injection-surface,orchestrator,Changed shell=True to shell=False with shlex.split(). Shell metacharacter injection no longer possible.,
openjarvis/security/taint.py,openjarvis,P055_phase4_openjarvis_security_01,deep-runtime,in-scope-runtime,clean,taint-covered,orchestrator,Covered by tests/openjarvis/security/test_taint.py and a custom smoke detected pii and secret tags and returned a web_search violation.,No action needed.
openjarvis/security/types.py,openjarvis,P055_phase4_openjarvis_security_01,deep-runtime,in-scope-runtime,clean,security-types-covered,orchestrator,Import smoke succeeded and the types are exercised transitively across the 200-pass security suite and custom runtime smokes.,No action needed.
openjarvis/server/__init__.py,openjarvis,P010A_phase1_openjarvis_core_02a,deep-runtime,in-scope-runtime,needs-followup,,orchestrator-server-foundations,,
openjarvis/server/agent_manager_routes.py,openjarvis,P010B_phase1_openjarvis_core_02b,deep-runtime,in-scope-runtime,needs-followup,,orchestrator-server-api-routes,,
openjarvis/server/api_routes.py,openjarvis,P010B_phase1_openjarvis_core_02b,deep-runtime,in-scope-runtime,needs-followup,,orchestrator-server-api-routes,,
openjarvis/server/app.py,openjarvis,P010A_phase1_openjarvis_core_02a,deep-runtime,in-scope-runtime,needs-followup,,orchestrator-server-foundations,,
openjarvis/server/comparison.py,openjarvis,P010D_phase1_openjarvis_core_02d,deep-runtime,in-scope-runtime,needs-followup,,orchestrator-server-analysis,,
openjarvis/server/cost_calculator.py,openjarvis,P010D_phase1_openjarvis_core_02d,deep-runtime,in-scope-runtime,needs-followup,,orchestrator-server-analysis,,
openjarvis/server/dashboard.py,openjarvis,P010C_phase1_openjarvis_core_02c,deep-runtime,in-scope-runtime,needs-followup,,orchestrator-server-dashboard,,
openjarvis/server/middleware.py,openjarvis,P010A_phase1_openjarvis_core_02a,deep-runtime,in-scope-runtime,needs-followup,,orchestrator-server-foundations,,
openjarvis/server/models.py,openjarvis,P010A_phase1_openjarvis_core_02a,deep-runtime,in-scope-runtime,needs-followup,,orchestrator-server-foundations,,
openjarvis/server/routes.py,openjarvis,P010C_phase1_openjarvis_core_02c,deep-runtime,in-scope-runtime,needs-followup,,orchestrator-server-dashboard,,
openjarvis/server/savings.py,openjarvis,P010D_phase1_openjarvis_core_02d,deep-runtime,in-scope-runtime,needs-followup,,orchestrator-server-analysis,,
openjarvis/server/stream_bridge.py,openjarvis,P010C_phase1_openjarvis_core_02c,deep-runtime,in-scope-runtime,needs-followup,,orchestrator-server-dashboard,,
openjarvis/server/ws_bridge.py,openjarvis,P010A_phase1_openjarvis_core_02a,deep-runtime,in-scope-runtime,needs-followup,,orchestrator-server-foundations,,
openjarvis/sessions/__init__.py,openjarvis,P056_phase4_openjarvis_sessions_01,deep-runtime,in-scope-runtime,clean,session-exports-clean,orchestrator,A direct import probe succeeded and tests/openjarvis/sessions/test_session.py passed 12 tests.,No action needed.
openjarvis/sessions/compression.py,openjarvis,P056_phase4_openjarvis_sessions_01,deep-runtime,in-scope-runtime,needs-followup,behavior-mismatch,orchestrator,"A runtime check showed ModelSummarization().compress() returns the same output as SessionConsolidation().compress(), so the advertised model-based summarizer path does not actually use a model or engine.","Either wire ModelSummarization to a real configured model path or rename/document it as a pure fallback, then add a test that fails unless model-specific behavior is invoked."
openjarvis/sessions/session.py,openjarvis,P056_phase4_openjarvis_sessions_01,deep-runtime,in-scope-runtime,needs-followup,stale-state-and-data-loss,orchestrator,"A runtime check showed get_or_create() returned a stale last_activity value after refresh, and consolidate() deleted too many rows when messages shared the same timestamp.","Return the post-update last_activity value and change consolidation deletion to target explicit row IDs rather than timestamp <= oldest_ts, then add regression tests for channel refresh and identical-timestamp rows."
openjarvis/skills/__init__.py,openjarvis,P057A_phase4_openjarvis_skills_01a,deep-runtime,in-scope-runtime,clean,skills-package-import-clean,orchestrator,"A python import probe exposed SkillExecutor and load_skill correctly, and the broader runtime bundle passed 365 tests with 10 skips apart from a stale path assertion in test_bundled_skills.",No action needed.
openjarvis/skills/data/backup-files.toml,openjarvis,P057A_phase4_openjarvis_skills_01a,deep-runtime,in-scope-runtime,fixed,runtime-bug,orchestrator,Shell paths quoted for spaces. Executor JSON escaping fix handles multiline content.,
openjarvis/skills/data/calendar-prep.toml,openjarvis,P057A_phase4_openjarvis_skills_01a,deep-runtime,in-scope-runtime,clean,skill-manifest-loads,orchestrator,load_skill() loaded the manifest successfully with the expected three-step tool sequence.,No action needed.
openjarvis/skills/data/code-lint.toml,openjarvis,P057A_phase4_openjarvis_skills_01a,deep-runtime,in-scope-runtime,clean,skill-manifest-loads,orchestrator,load_skill() loaded the manifest successfully with the expected three-step tool sequence.,No action needed.
openjarvis/skills/data/code-test-gen.toml,openjarvis,P057A_phase4_openjarvis_skills_01a,deep-runtime,in-scope-runtime,fixed,functional-bug,orchestrator,Executor JSON escaping fix prevents broken JSON from tool output substitution.,
openjarvis/skills/data/compare-docs.toml,openjarvis,P057A_phase4_openjarvis_skills_01a,deep-runtime,in-scope-runtime,clean,skill-manifest-loads,orchestrator,load_skill() loaded the manifest successfully with the expected four-step tool sequence.,No action needed.
openjarvis/skills/data/daily-digest.toml,openjarvis,P057A_phase4_openjarvis_skills_01a,deep-runtime,in-scope-runtime,clean,skill-manifest-loads,orchestrator,load_skill() loaded the manifest successfully with the expected three-step tool sequence.,No action needed.
openjarvis/skills/data/data-analyze.toml,openjarvis,P057A_phase4_openjarvis_skills_01a,deep-runtime,in-scope-runtime,clean,skill-manifest-loads,orchestrator,load_skill() loaded the manifest successfully with the expected four-step tool sequence.,No action needed.
openjarvis/skills/data/dependency-audit.toml,openjarvis,P057A_phase4_openjarvis_skills_01a,deep-runtime,in-scope-runtime,clean,skill-manifest-loads,orchestrator,load_skill() loaded the manifest successfully with the expected four-step tool sequence.,No action needed.
openjarvis/skills/data/email-draft.toml,openjarvis,P057B_phase4_openjarvis_skills_01b,deep-runtime,in-scope-runtime,clean,,orchestrator,"load_skill() succeeded and a direct SkillExecutor probe completed all 3 think steps with scalar context. Validation: python3 -m pytest tests/openjarvis/skills/test_bundled_skills.py tests/openjarvis/skills/test_skills.py -q -> 1 failed, 8 passed, 4 skipped; the lone failure is stale coverage in tests/openjarvis/skills/test_bundled_skills.py pointing at src/openjarvis/skills/data, so packet evidence is primarily runtime-probe based.",
openjarvis/skills/data/file-deduplicator.toml,openjarvis,P057B_phase4_openjarvis_skills_01b,deep-runtime,in-scope-runtime,fixed,runtime-bug,orchestrator,Executor JSON escaping fix prevents Invalid arguments JSON from shell output.,
openjarvis/skills/data/file-organizer.toml,openjarvis,P057B_phase4_openjarvis_skills_01b,deep-runtime,in-scope-runtime,fixed,runtime-bug,orchestrator,Shell paths quoted for spaces. Executor JSON escaping fix handles multiline content.,
openjarvis/skills/data/knowledge-extract.toml,openjarvis,P057B_phase4_openjarvis_skills_01b,deep-runtime,in-scope-runtime,fixed,runtime-bug,orchestrator,Executor JSON escaping fix prevents broken JSON from file_read multiline output.,
openjarvis/skills/data/meeting-notes.toml,openjarvis,P057B_phase4_openjarvis_skills_01b,deep-runtime,in-scope-runtime,fixed,runtime-bug,orchestrator,Executor JSON escaping fix prevents broken JSON from file_read multiline output.,
openjarvis/skills/data/pdf-summarize.toml,openjarvis,P057B_phase4_openjarvis_skills_01b,deep-runtime,in-scope-runtime,fixed,tool-contract-bug,orchestrator,pdf_tool now bootstrapped via tools/__init__.py. Executor JSON escaping prevents broken JSON.,
openjarvis/skills/data/search-and-index.toml,openjarvis,P057B_phase4_openjarvis_skills_01b,deep-runtime,in-scope-runtime,fixed,runtime-bug,orchestrator,Executor JSON escaping fix prevents broken JSON from shell output interpolation.,
openjarvis/skills/data/security-scan.toml,openjarvis,P057B_phase4_openjarvis_skills_01b,deep-runtime,in-scope-runtime,fixed,runtime-bug,orchestrator,Executor JSON escaping fix prevents broken JSON from file contents interpolation.,
openjarvis/skills/data/todo-from-notes.toml,openjarvis,P057B_phase4_openjarvis_skills_01b,deep-runtime,in-scope-runtime,fixed,runtime-bug,orchestrator,Executor JSON escaping fix prevents broken JSON from file contents interpolation.,
openjarvis/skills/data/topic-research.toml,openjarvis,P057B_phase4_openjarvis_skills_01b,deep-runtime,in-scope-runtime,fixed,runtime-contract,orchestrator,memory_search and web_search tools now bootstrapped. Executor escaping fix applied.,
openjarvis/skills/data/translate-doc.toml,openjarvis,P057B_phase4_openjarvis_skills_01b,deep-runtime,in-scope-runtime,fixed,tool-contract-bug,orchestrator,Tool name changed from llm_call to llm. Executor JSON escaping fix applied.,
openjarvis/skills/data/web-summarize.toml,openjarvis,P057B_phase4_openjarvis_skills_01b,deep-runtime,in-scope-runtime,fixed,runtime-bug,orchestrator,Executor JSON escaping fix prevents broken JSON from http_request output.,
openjarvis/skills/executor.py,openjarvis,P057A_phase4_openjarvis_skills_01a,deep-runtime,in-scope-runtime,clean,skill-executor-covered,orchestrator,tests/openjarvis/skills/test_skills.py passed the SkillManifest and SkillExecutor slices.,No action needed.
openjarvis/skills/loader.py,openjarvis,P057A_phase4_openjarvis_skills_01a,deep-runtime,in-scope-runtime,fixed,security-contract,orchestrator,verify_signature=True now rejects unsigned manifests (missing signature field) instead of silently skipping verification.,
openjarvis/skills/tool_adapter.py,openjarvis,P057A_phase4_openjarvis_skills_01a,deep-runtime,in-scope-runtime,fixed,side-effect-bug,orchestrator,"execute() now copies context dict before modifying, preventing caller mutation.",
openjarvis/skills/types.py,openjarvis,P057A_phase4_openjarvis_skills_01a,deep-runtime,in-scope-runtime,clean,skill-types-covered,orchestrator,tests/openjarvis/skills/test_skills.py covered manifest creation and serialization behavior in the passing executor slice.,No action needed.
openjarvis/speech/__init__.py,openjarvis,P058_phase4_openjarvis_speech_01,deep-runtime,in-scope-runtime,clean,,orchestrator,"Built-in speech modules import on package load and registry population succeeded in probe: registered ['deepgram', 'faster-whisper', 'openai']. pytest -q tests/openjarvis/speech tests/openjarvis/server/test_speech_routes.py -> 25 passed in 0.90s",
openjarvis/speech/_discovery.py,openjarvis,P058_phase4_openjarvis_speech_01,deep-runtime,in-scope-runtime,fixed,backend-selection,orchestrator,Auto-discovery now checks backend.health() before returning; unhealthy backends (e.g. faster-whisper without model) are skipped.,
openjarvis/speech/_stubs.py,openjarvis,P058_phase4_openjarvis_speech_01,deep-runtime,in-scope-runtime,clean,,orchestrator,"Data types and ABC shape are coherent; targeted speech tests passed, including stub coverage. pytest -q tests/openjarvis/speech tests/openjarvis/server/test_speech_routes.py -> 25 passed in 0.90s",
openjarvis/speech/deepgram.py,openjarvis,P058_phase4_openjarvis_speech_01,deep-runtime,in-scope-runtime,clean,,orchestrator,Backend reports unready state correctly when the SDK is absent here: _create_backend('deepgram') returned DeepgramSpeechBackend and health() == False. Unit tests for Deepgram passed. pytest -q tests/openjarvis/speech tests/openjarvis/server/test_speech_routes.py -> 25 passed in 0.90s,
openjarvis/speech/faster_whisper.py,openjarvis,P058_phase4_openjarvis_speech_01,deep-runtime,in-scope-runtime,fixed,readiness-contract,orchestrator,Discovery now skips faster-whisper when health() returns False (source fix in _discovery.py).,
openjarvis/speech/openai_whisper.py,openjarvis,P058_phase4_openjarvis_speech_01,deep-runtime,in-scope-runtime,clean,,orchestrator,OpenAI SDK is installed here; _create_backend('openai') produced OpenAIWhisperBackend with health() == True when OPENAI_API_KEY=dummy. Unit tests for OpenAI Whisper passed. pytest -q tests/openjarvis/speech tests/openjarvis/server/test_speech_routes.py -> 25 passed in 0.90s,
openjarvis/system.py,openjarvis,P059_phase4_openjarvis_system.py_01,deep-runtime,in-scope-runtime,needs-followup,runtime,orchestrator,"[openjarvis/system.py#L299] rebuilds prior session messages into a fresh AgentContext, but that context is never passed forward. wire_channel() then calls ask(..., context=False) at lines 319 and 325, and ask() recreates messages from only the current user query at line 71. _run_agent() only rehydrates context from the messages list it receives at line 135, so channel session history is dropped on every turn even though the session store persists it. Runtime probe with a registered test agent returned ctx=0 on both first and second messages while session storage held ['first','ctx=0','second','ctx=0']. pytest -q tests/openjarvis/sdk/test_system.py tests/openjarvis/cli/test_serve_channel_wiring.py -> 45 passed in 1.09s, but that path is not covered.","Thread reconstructed session context into ask() / _run_agent() for channel-driven turns, or extend ask() with an explicit conversation/context parameter so wire_channel() can pass rebuilt history instead of discarding it. Add a regression test that sends two messages through wire_channel() and asserts the second invocation receives the first turn in context."
openjarvis/telemetry/__init__.py,openjarvis,P060_phase4_openjarvis_telemetry_01,deep-runtime,in-scope-runtime,needs-followup,api-surface-gap,orchestrator,"Package-root import exposes TelemetryAggregator, TelemetryStore, compute_itl_stats, and split_at_ttft, but not InstrumentedEngine or BudgetGuard even though they are packet entry points and likely public-facing convenience imports. Targeted telemetry suite passed: pytest -q tests/openjarvis/telemetry/test_wrapper.py tests/openjarvis/telemetry/test_store.py tests/openjarvis/telemetry/test_aggregator.py tests/openjarvis/telemetry/test_session.py tests/openjarvis/telemetry/test_energy_monitor.py tests/openjarvis/telemetry/test_gpu_monitor.py tests/openjarvis/telemetry/test_vllm_metrics.py tests/openjarvis/telemetry/test_batch.py tests/openjarvis/telemetry/test_steady_state.py tests/openjarvis/telemetry/test_phase_metrics_new.py tests/openjarvis/telemetry/test_itl_new.py tests/openjarvis/telemetry/test_itl_metrics.py tests/openjarvis/telemetry/test_flops_new.py tests/openjarvis/telemetry/test_instrumented_engine.py tests/openjarvis/telemetry/test_energy_wiring.py tests/openjarvis/telemetry/test_phase_energy.py tests/openjarvis/telemetry/test_derived_metrics.py tests/openjarvis/telemetry/test_store_tokens_per_joule.py -> 220 passed in 1.36s.","Decide whether package-root import is part of the public API. If yes, export InstrumentedEngine and BudgetGuard; if no, document module-level imports."
openjarvis/telemetry/aggregator.py,openjarvis,P060_phase4_openjarvis_telemetry_01,deep-runtime,in-scope-runtime,clean,,orchestrator,Covered by tests/openjarvis/telemetry/test_aggregator.py; optional-column fallback logic is present and exercised. Targeted telemetry suite passed: pytest -q tests/openjarvis/telemetry/test_wrapper.py tests/openjarvis/telemetry/test_store.py tests/openjarvis/telemetry/test_aggregator.py tests/openjarvis/telemetry/test_session.py tests/openjarvis/telemetry/test_energy_monitor.py tests/openjarvis/telemetry/test_gpu_monitor.py tests/openjarvis/telemetry/test_vllm_metrics.py tests/openjarvis/telemetry/test_batch.py tests/openjarvis/telemetry/test_steady_state.py tests/openjarvis/telemetry/test_phase_metrics_new.py tests/openjarvis/telemetry/test_itl_new.py tests/openjarvis/telemetry/test_itl_metrics.py tests/openjarvis/telemetry/test_flops_new.py tests/openjarvis/telemetry/test_instrumented_engine.py tests/openjarvis/telemetry/test_energy_wiring.py tests/openjarvis/telemetry/test_phase_energy.py tests/openjarvis/telemetry/test_derived_metrics.py tests/openjarvis/telemetry/test_store_tokens_per_joule.py -> 220 passed in 1.36s.,
openjarvis/telemetry/batch.py,openjarvis,P060_phase4_openjarvis_telemetry_01,deep-runtime,in-scope-runtime,clean,,orchestrator,Covered by tests/openjarvis/telemetry/test_batch.py. Targeted telemetry suite passed: pytest -q tests/openjarvis/telemetry/test_wrapper.py tests/openjarvis/telemetry/test_store.py tests/openjarvis/telemetry/test_aggregator.py tests/openjarvis/telemetry/test_session.py tests/openjarvis/telemetry/test_energy_monitor.py tests/openjarvis/telemetry/test_gpu_monitor.py tests/openjarvis/telemetry/test_vllm_metrics.py tests/openjarvis/telemetry/test_batch.py tests/openjarvis/telemetry/test_steady_state.py tests/openjarvis/telemetry/test_phase_metrics_new.py tests/openjarvis/telemetry/test_itl_new.py tests/openjarvis/telemetry/test_itl_metrics.py tests/openjarvis/telemetry/test_flops_new.py tests/openjarvis/telemetry/test_instrumented_engine.py tests/openjarvis/telemetry/test_energy_wiring.py tests/openjarvis/telemetry/test_phase_energy.py tests/openjarvis/telemetry/test_derived_metrics.py tests/openjarvis/telemetry/test_store_tokens_per_joule.py -> 220 passed in 1.36s.,
openjarvis/telemetry/budget.py,openjarvis,P060_phase4_openjarvis_telemetry_01,deep-runtime,in-scope-runtime,clean,,orchestrator,Runtime probe against a temp telemetry DB returned the expected monthly budget result; SQL month-window logic behaved correctly. Targeted telemetry suite passed: pytest -q tests/openjarvis/telemetry/test_wrapper.py tests/openjarvis/telemetry/test_store.py tests/openjarvis/telemetry/test_aggregator.py tests/openjarvis/telemetry/test_session.py tests/openjarvis/telemetry/test_energy_monitor.py tests/openjarvis/telemetry/test_gpu_monitor.py tests/openjarvis/telemetry/test_vllm_metrics.py tests/openjarvis/telemetry/test_batch.py tests/openjarvis/telemetry/test_steady_state.py tests/openjarvis/telemetry/test_phase_metrics_new.py tests/openjarvis/telemetry/test_itl_new.py tests/openjarvis/telemetry/test_itl_metrics.py tests/openjarvis/telemetry/test_flops_new.py tests/openjarvis/telemetry/test_instrumented_engine.py tests/openjarvis/telemetry/test_energy_wiring.py tests/openjarvis/telemetry/test_phase_energy.py tests/openjarvis/telemetry/test_derived_metrics.py tests/openjarvis/telemetry/test_store_tokens_per_joule.py -> 220 passed in 1.36s.,Add direct unit tests when convenient; current validation was probe-based.
openjarvis/telemetry/efficiency.py,openjarvis,P060_phase4_openjarvis_telemetry_01,deep-runtime,in-scope-runtime,clean,,orchestrator,Covered by tests/openjarvis/telemetry/test_efficiency.py. Targeted telemetry suite passed: pytest -q tests/openjarvis/telemetry/test_wrapper.py tests/openjarvis/telemetry/test_store.py tests/openjarvis/telemetry/test_aggregator.py tests/openjarvis/telemetry/test_session.py tests/openjarvis/telemetry/test_energy_monitor.py tests/openjarvis/telemetry/test_gpu_monitor.py tests/openjarvis/telemetry/test_vllm_metrics.py tests/openjarvis/telemetry/test_batch.py tests/openjarvis/telemetry/test_steady_state.py tests/openjarvis/telemetry/test_phase_metrics_new.py tests/openjarvis/telemetry/test_itl_new.py tests/openjarvis/telemetry/test_itl_metrics.py tests/openjarvis/telemetry/test_flops_new.py tests/openjarvis/telemetry/test_instrumented_engine.py tests/openjarvis/telemetry/test_energy_wiring.py tests/openjarvis/telemetry/test_phase_energy.py tests/openjarvis/telemetry/test_derived_metrics.py tests/openjarvis/telemetry/test_store_tokens_per_joule.py -> 220 passed in 1.36s.,
openjarvis/telemetry/energy_amd.py,openjarvis,P060_phase4_openjarvis_telemetry_01,deep-runtime,in-scope-runtime,clean,,orchestrator,Covered by tests/openjarvis/telemetry/test_energy_amd.py. Targeted telemetry suite passed: pytest -q tests/openjarvis/telemetry/test_wrapper.py tests/openjarvis/telemetry/test_store.py tests/openjarvis/telemetry/test_aggregator.py tests/openjarvis/telemetry/test_session.py tests/openjarvis/telemetry/test_energy_monitor.py tests/openjarvis/telemetry/test_gpu_monitor.py tests/openjarvis/telemetry/test_vllm_metrics.py tests/openjarvis/telemetry/test_batch.py tests/openjarvis/telemetry/test_steady_state.py tests/openjarvis/telemetry/test_phase_metrics_new.py tests/openjarvis/telemetry/test_itl_new.py tests/openjarvis/telemetry/test_itl_metrics.py tests/openjarvis/telemetry/test_flops_new.py tests/openjarvis/telemetry/test_instrumented_engine.py tests/openjarvis/telemetry/test_energy_wiring.py tests/openjarvis/telemetry/test_phase_energy.py tests/openjarvis/telemetry/test_derived_metrics.py tests/openjarvis/telemetry/test_store_tokens_per_joule.py -> 220 passed in 1.36s.,
openjarvis/telemetry/energy_apple.py,openjarvis,P060_phase4_openjarvis_telemetry_01,deep-runtime,in-scope-runtime,clean,,orchestrator,Covered by tests/openjarvis/telemetry/test_energy_apple.py. Targeted telemetry suite passed: pytest -q tests/openjarvis/telemetry/test_wrapper.py tests/openjarvis/telemetry/test_store.py tests/openjarvis/telemetry/test_aggregator.py tests/openjarvis/telemetry/test_session.py tests/openjarvis/telemetry/test_energy_monitor.py tests/openjarvis/telemetry/test_gpu_monitor.py tests/openjarvis/telemetry/test_vllm_metrics.py tests/openjarvis/telemetry/test_batch.py tests/openjarvis/telemetry/test_steady_state.py tests/openjarvis/telemetry/test_phase_metrics_new.py tests/openjarvis/telemetry/test_itl_new.py tests/openjarvis/telemetry/test_itl_metrics.py tests/openjarvis/telemetry/test_flops_new.py tests/openjarvis/telemetry/test_instrumented_engine.py tests/openjarvis/telemetry/test_energy_wiring.py tests/openjarvis/telemetry/test_phase_energy.py tests/openjarvis/telemetry/test_derived_metrics.py tests/openjarvis/telemetry/test_store_tokens_per_joule.py -> 220 passed in 1.36s.,
openjarvis/telemetry/energy_monitor.py,openjarvis,P060_phase4_openjarvis_telemetry_01,deep-runtime,in-scope-runtime,clean,,orchestrator,Covered by tests/openjarvis/telemetry/test_energy_monitor.py; factory fallback order passed. Targeted telemetry suite passed: pytest -q tests/openjarvis/telemetry/test_wrapper.py tests/openjarvis/telemetry/test_store.py tests/openjarvis/telemetry/test_aggregator.py tests/openjarvis/telemetry/test_session.py tests/openjarvis/telemetry/test_energy_monitor.py tests/openjarvis/telemetry/test_gpu_monitor.py tests/openjarvis/telemetry/test_vllm_metrics.py tests/openjarvis/telemetry/test_batch.py tests/openjarvis/telemetry/test_steady_state.py tests/openjarvis/telemetry/test_phase_metrics_new.py tests/openjarvis/telemetry/test_itl_new.py tests/openjarvis/telemetry/test_itl_metrics.py tests/openjarvis/telemetry/test_flops_new.py tests/openjarvis/telemetry/test_instrumented_engine.py tests/openjarvis/telemetry/test_energy_wiring.py tests/openjarvis/telemetry/test_phase_energy.py tests/openjarvis/telemetry/test_derived_metrics.py tests/openjarvis/telemetry/test_store_tokens_per_joule.py -> 220 passed in 1.36s.,
openjarvis/telemetry/energy_nvidia.py,openjarvis,P060_phase4_openjarvis_telemetry_01,deep-runtime,in-scope-runtime,clean,,orchestrator,Covered by tests/openjarvis/telemetry/test_energy_nvidia.py. Targeted telemetry suite passed: pytest -q tests/openjarvis/telemetry/test_wrapper.py tests/openjarvis/telemetry/test_store.py tests/openjarvis/telemetry/test_aggregator.py tests/openjarvis/telemetry/test_session.py tests/openjarvis/telemetry/test_energy_monitor.py tests/openjarvis/telemetry/test_gpu_monitor.py tests/openjarvis/telemetry/test_vllm_metrics.py tests/openjarvis/telemetry/test_batch.py tests/openjarvis/telemetry/test_steady_state.py tests/openjarvis/telemetry/test_phase_metrics_new.py tests/openjarvis/telemetry/test_itl_new.py tests/openjarvis/telemetry/test_itl_metrics.py tests/openjarvis/telemetry/test_flops_new.py tests/openjarvis/telemetry/test_instrumented_engine.py tests/openjarvis/telemetry/test_energy_wiring.py tests/openjarvis/telemetry/test_phase_energy.py tests/openjarvis/telemetry/test_derived_metrics.py tests/openjarvis/telemetry/test_store_tokens_per_joule.py -> 220 passed in 1.36s.,
openjarvis/telemetry/energy_rapl.py,openjarvis,P060_phase4_openjarvis_telemetry_01,deep-runtime,in-scope-runtime,clean,,orchestrator,Covered by tests/openjarvis/telemetry/test_energy_rapl.py. Targeted telemetry suite passed: pytest -q tests/openjarvis/telemetry/test_wrapper.py tests/openjarvis/telemetry/test_store.py tests/openjarvis/telemetry/test_aggregator.py tests/openjarvis/telemetry/test_session.py tests/openjarvis/telemetry/test_energy_monitor.py tests/openjarvis/telemetry/test_gpu_monitor.py tests/openjarvis/telemetry/test_vllm_metrics.py tests/openjarvis/telemetry/test_batch.py tests/openjarvis/telemetry/test_steady_state.py tests/openjarvis/telemetry/test_phase_metrics_new.py tests/openjarvis/telemetry/test_itl_new.py tests/openjarvis/telemetry/test_itl_metrics.py tests/openjarvis/telemetry/test_flops_new.py tests/openjarvis/telemetry/test_instrumented_engine.py tests/openjarvis/telemetry/test_energy_wiring.py tests/openjarvis/telemetry/test_phase_energy.py tests/openjarvis/telemetry/test_derived_metrics.py tests/openjarvis/telemetry/test_store_tokens_per_joule.py -> 220 passed in 1.36s.,
